nome_original,nome_normalizado,frequencia,prevalencia,incluida_modelo,motivo
Livros e brinquedos infantis para crianças de 2 a 5 anos de idade e 5 a 10 anos de idade,livros e brinquedos infantis para criancas de 2 a 5 anos de idade e 5 a 10 anos de idade,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Panassonic,geladeira panassonic,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 43 polegadas com Aparelho de DVD,tv de alta definicao de 43 polegadas com aparelho de dvd,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Berço: sempre na acomodação,berco: sempre na acomodacao,9,0.002026570592208962,False,fora do intervalo 10-90% ou não top10 por frequência
Livros e brinquedos infantis para crianças de 0 a 2 anos de idade e 2 a 5 anos de idade,livros e brinquedos infantis para criancas de 0 a 2 anos de idade e 2 a 5 anos de idade,7,0.0015762215717180816,False,fora do intervalo 10-90% ou não top10 por frequência
Cadeira alta: sempre na acomodação,cadeira alta: sempre na acomodacao,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Consul  Frostfree,geladeira consul  frostfree,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás cooktop,fogao a gas cooktop,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Consul,forno consul,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Natury's - Frutos da Amazônia,xampu natury's - frutos da amazonia,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Natury's - Frutos da Amazônia para o corpo,sabonete natury's - frutos da amazonia para o corpo,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (67 Mbps),wi-fi rapido (67 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira ELECTROLUX DC35A,geladeira electrolux dc35a,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão por indução Phillips ou Britânia,fogao por inducao phillips ou britania,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Bicicletas para crianças,bicicletas para criancas,6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal ficher,forno normal ficher,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Fisher,forno normal fisher,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Academia no prédio,academia no predio,8,0.0018013960819635217,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira B,geladeira b,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Darling,xampu darling,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador Darling,condicionador darling,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Palmolive para o corpo,sabonete palmolive para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 52 polegadas com TV a cabo,tv de alta definicao de 52 polegadas com tv a cabo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo premium, Netflix","hdtv com tv a cabo premium, netflix",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Cozinha externa privativa,cozinha externa privativa,17,0.003827966674172484,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 43 polegadas com Amazon Prime Video, Disney+, HBO Max, Netflix","tv de 43 polegadas com amazon prime video, disney+, hbo max, netflix",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 47 polegadas com Amazon Prime Video,tv de 47 polegadas com amazon prime video,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 58 polegadas com Netflix,tv de alta definicao de 58 polegadas com netflix,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa privativa - disponível o ano todo, disponível em horários específicos","piscina externa privativa - disponivel o ano todo, disponivel em horarios especificos",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 43 polegadas com Chromecast, Fire TV, HBO Max","tv de alta definicao de 43 polegadas com chromecast, fire tv, hbo max",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 50 polegadas com TV a cabo,tv de alta definicao de 50 polegadas com tv a cabo,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, TV a cabo, Disney+","hdtv com netflix, tv a cabo, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (97 Mbps),wi-fi rapido (97 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira LG,geladeira lg,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Other de aço inoxidável,fogao a gas other de aco inoxidavel,11,0.0024769196126998424,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Brastemp,forno normal brastemp,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Cafeteira: máquina de espresso,cafeteira: maquina de espresso,23,0.005179013735645125,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico Bosch,fogao eletrico bosch,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Hotelaria  para o corpo,sabonete hotelaria  para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (145 Mbps),wi-fi rapido (145 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Geladeira Geladeira Brastemp Frost Free 540 litros , 3 portas ,","geladeira geladeira brastemp frost free 540 litros , 3 portas ,",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Franke  5 bocas ,fogao a gas franke  5 bocas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Fischer fit- line grande de aço inoxidável,forno fischer fit- line grande de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 38 polegadas,tv de 38 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Continental,fogao a gas continental,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (91 Mbps),wi-fi rapido (91 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Brastemp Inverse,geladeira brastemp inverse,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Eletrolux fogão a gás,forno eletrolux fogao a gas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Brasil para o corpo,sabonete brasil para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 43 polegadas com TV a cabo, Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, TV a cabo premium, Roku","tv de alta definicao de 43 polegadas com tv a cabo, amazon prime video, apple tv, chromecast, disney+, fire tv, hbo max, hulu, tv a cabo premium, roku",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 36 Mbps,wi-fi: 36 mbps,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 47 polegadas,tv de alta definicao de 47 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Natury's,xampu natury's,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Natury's para o corpo,sabonete natury's para o corpo,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 50 polegadas com Amazon Prime Video,tv de 50 polegadas com amazon prime video,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (278 Mbps),wi-fi rapido (278 mbps),3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 48 polegadas com Amazon Prime Video, Netflix","tv de alta definicao de 48 polegadas com amazon prime video, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Fischer de aço inoxidável,fogao a gas fischer de aco inoxidavel,6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
Churrasqueira privativa: a lenha,churrasqueira privativa: a lenha,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Trocador,trocador,15,0.003377617653681603,False,fora do intervalo 10-90% ou não top10 por frequência
"Serviços de limpeza disponíveis das 10:00 às 04:00, de segunda-feira a sexta-feira disponível a um custo extra","servicos de limpeza disponiveis das 10:00 as 04:00, de segunda-feira a sexta-feira disponivel a um custo extra",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira 2 unidades,geladeira 2 unidades,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Equipamento para exercícios: elíptico, halteres, bicicleta ergométrica, esteira, banco de exercícios","equipamento para exercicios: eliptico, halteres, bicicleta ergometrica, esteira, banco de exercicios",4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (369 Mbps),wi-fi rapido (369 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Consul 120 litros,geladeira consul 120 litros,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina compartilhada - disponível o ano todo,piscina compartilhada - disponivel o ano todo,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 16 Mbps,wi-fi: 16 mbps,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, TV a cabo premium, Fire TV, Disney+","hdtv com netflix, tv a cabo premium, fire tv, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno duplo Fischer de aço inoxidável,forno duplo fischer de aco inoxidavel,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 50 polegadas com TV a cabo premium,tv de alta definicao de 50 polegadas com tv a cabo premium,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Roku, Amazon Prime Video, Disney+, Netflix, HBO Max, TV a cabo premium","tv de alta definicao de 55 polegadas com roku, amazon prime video, disney+, netflix, hbo max, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Quintal compartilhado — não é totalmente cercado,quintal compartilhado  nao e totalmente cercado,9,0.002026570592208962,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Duplex,geladeira duplex,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV com Netflix, Fire TV, HBO Max, TV a cabo premium, Disney+, Amazon Prime Video","tv com netflix, fire tv, hbo max, tv a cabo premium, disney+, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 45 polegadas,tv de alta definicao de 45 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Fischer de aço inoxidável,forno normal fischer de aco inoxidavel,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Forno eletrolux,forno eletrolux,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, TV a cabo","hdtv com netflix, tv a cabo",4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina interna privativa,piscina interna privativa,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 65 polegadas com Netflix, Amazon Prime Video, Apple TV, HBO Max","tv de 65 polegadas com netflix, amazon prime video, apple tv, hbo max",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento gratuito na entrada da propriedade: 2 vagas,estacionamento gratuito na entrada da propriedade: 2 vagas,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Jacuzzi compartilhada: disponível em horários específicos,jacuzzi compartilhada: disponivel em horarios especificos,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 40 polegadas com Netflix, TV a cabo premium, TV a cabo","tv de alta definicao de 40 polegadas com netflix, tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Serviços de limpeza disponíveis das 13:30 às 17:30, 1 dia por semana disponível a um custo extra","servicos de limpeza disponiveis das 13:30 as 17:30, 1 dia por semana disponivel a um custo extra",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
